L cm,yi cm,Story Area,stories,architectural_archetype,connection_system,xi cm,D+0.25L,Direction,soil_class,seismic_zone,Story,Wall
171.0,11.0,4366070.964799999,3,Q,HD,1448.0,121066.64556585804,X,A,1,2,1.3
194.5,763.0,5302759.515700001,3,D,HD,4036.0,135167.7485555116,Y,D,1,3,38.2
120.0,56.00000000000001,5302759.515700001,3,D,HD,4222.0,151936.3714910866,X,D,3,1,B.8
190.0,1215.0,5302759.515700001,4,D,HD,3564.0,135167.7485555116,Y,B,1,4,35.2
307.0,221.0,5302759.515700001,3,D,HD,1892.0,149182.82780226163,Y,A,1,1,16.1
274.0,748.3,2526612.8516999995,5,C,ATS,6.9,86550.30719825202,Y,A,3,4,A.2
335.0,304.03,2526612.8516999995,5,C,HD,901.56,87268.92498275201,Y,A,1,2,F.1
642.0,1757.9999999999998,4366070.964799999,5,Q,ATS,959.0,148285.4979086641,X,C,3,3,9.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,4222.0,186573.74343832396,X,B,3,1,B.8
335.0,904.97,2526612.8516999995,3,C,HD,901.56,64861.320775050815,Y,B,3,3,F.2
287.0,588.0,4366070.964799999,4,Q,HD,1745.0,122577.17971905804,Y,D,1,3,J.2
127.0,129.58,2526612.8516999995,5,C,ATS,1577.27,86640.79980815202,X,B,1,1,2.3
276.0,1859.0,4918759.585999998,5,P,ATS,1769.0000000000002,139770.08452479623,Y,C,1,5,J.4
209.5,1138.0,5302759.515700001,4,D,HD,380.0,150156.1381536616,Y,C,1,3,4.2
352.0,198.0,4366070.964799999,3,Q,HD,173.0,121726.70930865804,Y,C,3,2,B.1
120.0,127.0,5302759.515700001,3,D,HD,118.0,135167.7485555116,Y,A,3,3,2.1
172.0,661.0,4366070.964799999,5,Q,ATS,627.0,144253.9142783641,Y,A,3,3,D.2
120.0,56.00000000000001,5302759.515700001,4,D,HD,516.0,149553.1810140616,X,B,1,2,B.2
120.0,1254.0,5302759.515700001,5,D,ATS,4230.0,183878.44837934893,X,C,3,3,L.8
570.0,1360.0,4918759.585999998,4,P,HD,1473.0,135858.09621983935,X,C,1,1,6.2
540.0,604.5,2526612.8516999995,5,C,HD,2204.51,87444.58710785201,X,C,1,2,5.4
120.0,6.9,2526612.8516999995,6,C,ATS,400.51,87670.46177465201,X,D,1,1,1.1
194.5,547.0,5302759.515700001,5,D,ATS,2104.0,179716.48581562395,Y,A,3,4,20.1
223.0,404.0,5302759.515700001,5,D,ATS,1297.0,154344.44496377397,Y,C,3,5,9.1
799.0,2321.0,4918759.585999998,5,P,ATS,1297.0,157715.45119944622,Y,B,1,4,H.2
799.0,2321.0,4918759.585999998,6,P,ATS,645.0,161940.7399193462,Y,D,1,1,D.2
205.0,330.7,2526612.8516999995,5,C,ATS,231.62,87843.06267515202,X,A,3,1,3.1
284.0,2578.0,4918759.585999998,5,P,HD,1769.0000000000002,158034.8368814462,Y,A,1,4,J.5
471.0,258.0,5302759.515700001,3,D,HD,3411.9999999999995,152243.9297496616,Y,D,3,2,34.1
288.0,2131.0,4366070.964799999,4,Q,HD,328.0,124268.69909205804,X,C,1,1,11.1
307.0,1000.0,5302759.515700001,4,D,HD,2497.0,149789.6605980616,Y,D,1,3,25.2
169.0,774.4,2526612.8516999995,4,C,HD,503.96,64840.02839625081,Y,A,1,4,6.1
270.0,2709.0,4918759.585999998,5,P,HD,1503.0,158231.7913853462,X,A,1,3,11.2
287.0,856.0,4918759.585999998,6,P,ATS,1409.0,157872.51960924623,Y,B,3,5,I.1
324.0,1047.1,2526612.8516999995,3,C,HD,2338.44,72231.08486467581,Y,A,3,2,N.2
158.0,745.0,5302759.515700001,5,D,ATS,2497.0,179059.68690532394,Y,D,1,3,25.1
136.5,835.0,5302759.515700001,5,D,ATS,3881.0,179749.42579912394,X,D,1,1,I.4
120.0,1254.0,5302759.515700001,4,D,HD,516.0,150396.49339386157,X,A,3,2,L.2
544.0,2154.0,4918759.585999998,4,P,HD,272.0,135858.09621983935,X,C,1,1,9.1
338.0,788.0,4918759.585999998,4,P,HD,1589.0,134500.70368883933,X,B,1,1,4.4
149.0,134.0,4918759.585999998,5,P,ATS,1057.0,139754.11524069624,Y,B,3,5,2.2
126.0,877.0,4366070.964799999,3,Q,HD,1239.0,111059.95374720804,X,A,1,3,6.4
563.25,655.0,5302759.515700001,4,D,HD,1350.0,149182.82780226163,X,A,1,3,G.3
307.0,221.0,5302759.515700001,3,D,HD,1892.0,135167.7485555116,Y,B,1,3,16.1
205.0,330.7,2526612.8516999995,4,C,HD,231.62,71954.28394027581,X,B,1,3,3.1
544.0,2154.0,4918759.585999998,6,P,ATS,1670.0,157872.51960924623,Y,B,3,5,9.4
284.0,2578.0,4918759.585999998,4,P,HD,1769.0000000000002,133936.4556506393,Y,A,1,3,J.5
194.5,547.0,5302759.515700001,3,D,HD,2788.0,149789.6605980616,Y,A,3,1,28.1
443.0,655.0,5302759.515700001,5,D,HD,3724.0,180850.51014172396,X,A,3,3,G.7
287.0,363.0,5302759.515700001,3,D,HD,2685.0,152243.9297496616,X,D,3,2,D.3
158.0,745.0,5302759.515700001,4,D,HD,1389.0,135167.7485555116,Y,B,1,4,10.1
190.0,95.0,5302759.515700001,5,D,ATS,825.0,178966.13461792396,Y,A,3,3,6.1
324.0,175.7,2526612.8516999995,3,C,HD,2058.16,65116.82932065081,Y,C,3,3,L.1
494.0,247.00000000000003,4366070.964799999,5,Q,HD,627.0,146064.32370386412,Y,B,1,1,D.1
149.0,2586.0,4918759.585999998,5,P,ATS,886.0,139770.08452479623,Y,C,1,5,10.1
799.0,400.0,4918759.585999998,5,P,ATS,1297.0,139770.08452479623,Y,C,1,5,H.1
190.0,95.0,5302759.515700001,3,D,HD,3564.0,135167.7485555116,Y,D,1,3,35.1
338.0,1040.2,2526612.8516999995,3,C,HD,581.56,71975.57631907582,Y,A,1,1,E.4
722.0,1360.0,4918759.585999998,5,P,ATS,1177.0,157961.34638394625,Y,A,1,3,G.1
136.5,835.0,5302759.515700001,5,D,ATS,1446.0,179174.53157152396,X,B,3,2,I.2
799.0,400.0,4918759.585999998,3,P,HD,645.0,134575.22701463933,Y,B,3,2,D.1
120.0,1202.1,2526612.8516999995,5,C,HD,2074.01,87726.71112695202,X,A,3,1,9.2
120.0,56.00000000000001,5302759.515700001,4,D,HD,167.0,135350.9873333116,Y,D,1,4,B.1
120.0,11.0,4366070.964799999,5,Q,ATS,222.00000000000003,144275.2066571641,X,C,1,3,1.1
642.0,736.0,4366070.964799999,5,Q,ATS,959.0,125289.0994245141,Y,C,3,5,5.1
171.0,2483.0,4366070.964799999,5,Q,ATS,470.0,145061.62681856408,Y,C,1,4,13.2
307.0,1000.0,5302759.515700001,5,D,ATS,2497.0,179716.48581562395,Y,A,3,4,25.2
265.0,947.0,5302759.515700001,5,D,ATS,262.0,154371.06043727396,Y,A,1,5,J.1
799.0,2321.0,4918759.585999998,5,P,ATS,1297.0,162306.88449144622,Y,C,3,1,H.2
285.0,209.0,5302759.515700001,4,D,HD,2339.0,135497.78042691157,Y,B,3,4,23.1
136.5,835.0,5302759.515700001,5,D,ATS,2440.0,178966.13461792396,Y,D,1,4,I.3
324.0,1033.3,2526612.8516999995,5,C,HD,2058.16,86960.18549015201,Y,C,1,4,L.2
136.5,475.0,5302759.515700001,5,D,HD,2943.0,180573.70921732395,Y,B,3,4,E.3
443.0,655.0,5302759.515700001,5,D,HD,3724.0,179636.844550124,Y,A,1,4,G.7
285.0,209.0,5302759.515700001,5,D,ATS,2339.0,179174.53157152396,Y,B,3,2,23.1
280.0,129.58,2526612.8516999995,5,C,HD,1237.26,86859.04669085202,X,A,1,4,2.2
422.0,1360.0,4918759.585999998,5,P,ATS,1769.0000000000002,158861.74656624623,Y,C,3,4,J.3
422.0,1360.0,4918759.585999998,5,P,ATS,1769.0000000000002,160596.9032435462,Y,D,1,1,J.3
326.0,504.0,5302759.515700001,5,D,HD,3411.9999999999995,181335.58357372397,X,A,1,1,F.3
200.0,1249.0,4918759.585999998,4,P,HD,1409.0,134101.47158633932,Y,C,1,3,I.2
122.0,1299.0,5302759.515700001,5,D,HD,977.0,155036.44727477396,Y,D,1,5,M.1
209.5,1138.0,5302759.515700001,5,D,HD,2312.0,181021.18507927397,Y,A,1,2,22.1
190.0,1215.0,5302759.515700001,4,D,HD,1129.0,150396.49339386157,Y,C,1,1,8.1
190.0,1215.0,5302759.515700001,3,D,HD,1129.0,155758.39796983657,Y,D,3,1,8.1
155.0,2361.0,4366070.964799999,5,Q,HD,871.0000000000001,126413.24232511412,Y,B,1,5,12.1
364.0,504.0,5302759.515700001,5,D,ATS,996.0,179620.22747032394,Y,C,1,4,F.1
224.0,2154.0,4918759.585999998,5,P,HD,848.0,159227.21009424623,X,B,1,1,9.2
338.0,1932.0,4918759.585999998,5,P,ATS,353.0,139874.4610437962,Y,C,1,5,8.2
330.0,1839.0,4366070.964799999,4,Q,HD,1569.0,122577.17971905804,X,D,1,3,10.3
156.0,519.6,2526612.8516999995,5,C,ATS,1892.96,74192.42165052702,Y,B,1,5,K.2
443.0,655.0,5302759.515700001,5,D,HD,665.0,181021.18507927397,X,A,1,2,G.2
156.0,519.6,2526612.8516999995,3,C,HD,581.56,64840.02839625081,Y,D,1,3,E.2
162.0,655.0,4366070.964799999,3,Q,HD,1837.0,121588.30884645804,X,A,3,1,4.4
195.0,1595.0,4366070.964799999,4,Q,HD,1745.0,121588.30884645804,Y,A,3,2,J.4
120.0,1254.0,5302759.515700001,3,D,HD,4230.0,149512.8596736616,X,B,1,2,L.8
194.5,763.0,5302759.515700001,5,D,ATS,4036.0,183097.018558574,Y,B,3,4,38.2
120.0,56.00000000000001,5302759.515700001,4,D,HD,3873.0,151062.00267141158,X,A,3,1,B.7
120.0,1202.1,2526612.8516999995,5,C,ATS,2074.01,86277.17292365202,Y,C,3,4,9.2
494.0,2247.0,4366070.964799999,3,Q,HD,627.0,111389.98561860804,Y,C,3,3,D.4
287.0,1906.0,4366070.964799999,3,Q,HD,173.0,122056.74118005804,Y,C,3,1,B.5
127.0,1079.42,2526612.8516999995,5,C,ATS,1577.27,86983.602051352,Y,D,3,4,8.2
284.0,142.0,4918759.585999998,5,P,ATS,1769.0000000000002,157715.45119944622,Y,A,1,4,J.1
190.0,1215.0,5302759.515700001,5,D,ATS,1129.0,179620.22747032394,Y,C,1,4,8.1
224.0,2154.0,4918759.585999998,5,P,HD,1094.0,159125.11762854623,X,A,1,1,9.3
338.0,1040.2,2526612.8516999995,5,C,ATS,1892.96,74192.42165052702,Y,B,3,5,K.4
194.5,547.0,5302759.515700001,5,D,ATS,2104.0,185237.64666862396,Y,B,3,2,20.1
155.0,2361.0,4366070.964799999,5,Q,HD,1048.0,145041.73229396413,X,B,1,3,12.2
270.0,11.0,4918759.585999998,3,P,HD,439.0,135094.23043913936,X,D,1,1,1.1
285.0,209.0,5302759.515700001,5,D,HD,2339.0,180850.51014172396,Y,B,1,2,23.1
209.5,172.0,5302759.515700001,5,D,ATS,380.0,154339.12186907398,Y,D,3,5,4.1
544.0,2154.0,4918759.585999998,3,P,HD,272.0,123890.88263498934,X,A,3,3,9.1
158.0,565.0,5302759.515700001,5,D,ATS,3824.0,184513.70578942396,Y,C,3,3,36.2
544.0,567.0,4918759.585999998,3,P,HD,1670.0,133936.4556506393,X,A,1,2,3.4
324.0,161.9,2526612.8516999995,5,C,HD,2338.44,87135.84761525202,Y,B,1,3,N.1
122.0,997.0,5302759.515700001,4,D,HD,4271.0,149512.8596736616,Y,C,1,3,39.3
443.0,655.0,5302759.515700001,3,D,HD,4167.0,149972.8993758616,X,D,1,2,G.8
126.0,877.0,4366070.964799999,5,Q,HD,679.0,145121.5787144641,X,A,1,2,6.3
223.0,907.0,5302759.515700001,5,D,HD,3092.0,155036.44727477396,Y,D,1,5,32.1
180.0,701.2,2526612.8516999995,5,C,ATS,2137.35,86983.602051352,Y,C,3,4,M.2
122.0,313.0,5302759.515700001,4,D,HD,4271.0,150826.84808586157,Y,C,1,2,39.2
471.0,1053.0,5302759.515700001,3,D,HD,2909.0,135167.7485555116,Y,D,1,3,30.1
120.0,1254.0,5302759.515700001,5,D,ATS,4230.0,181437.31462544893,X,B,1,1,L.8
149.0,134.0,4918759.585999998,5,P,ATS,1057.0,158327.68132224624,X,B,3,2,2.2
388.0,892.38,2526612.8516999995,5,C,HD,1384.16,87444.58710785201,Y,C,1,2,I.2
195.0,898.0,4366070.964799999,3,Q,HD,1745.0,111059.95374720804,Y,A,1,3,J.3
265.0,363.0,5302759.515700001,5,D,HD,262.0,180243.677345924,Y,A,3,4,D.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,3873.0,180243.677345924,X,A,1,3,B.7
162.0,655.0,4366070.964799999,5,Q,HD,81.0,126413.24232511412,Y,B,1,5,4.1
120.0,56.00000000000001,5302759.515700001,3,D,HD,167.0,149182.82780226163,X,A,1,1,B.1
172.0,1833.0,4366070.964799999,3,Q,HD,627.0,122180.83326375805,Y,B,3,1,D.3
122.0,1299.0,5302759.515700001,5,D,HD,977.0,180243.677345924,X,B,1,3,M.1
120.0,11.0,4366070.964799999,5,Q,HD,1696.0,144690.40804376412,Y,C,1,4,1.4
762.0,1247.0,4366070.964799999,3,Q,HD,1165.0,121258.27697505803,Y,B,1,2,G.1
232.0,842.0,5302759.515700001,5,D,HD,4378.0,182474.850285524,Y,D,1,1,40.2
540.0,604.5,2526612.8516999995,4,C,HD,810.0,71954.28394027581,X,B,1,3,5.2
149.0,2586.0,4918759.585999998,5,P,HD,886.0,159227.21009424623,X,C,1,1,10.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,516.0,155036.44727477396,Y,D,1,5,B.2
284.0,142.0,4918759.585999998,5,P,ATS,173.0,157715.45119944622,Y,A,1,4,B.1
471.0,1053.0,5302759.515700001,5,D,HD,977.0,154706.41540337398,Y,A,1,5,7.2
120.0,1254.0,5302759.515700001,4,D,HD,3873.0,149832.24535566158,X,A,1,1,L.7
287.0,363.0,5302759.515700001,5,D,HD,2206.0,155036.44727477396,Y,B,3,5,D.2
722.0,1360.0,4918759.585999998,4,P,HD,1177.0,135386.28108443934,Y,D,1,1,G.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,516.0,178966.13461792396,X,B,1,3,B.2
126.0,877.0,4366070.964799999,5,Q,HD,1239.0,144711.7004225641,X,A,1,3,6.4
443.0,655.0,5302759.515700001,5,D,ATS,222.00000000000003,179059.68690532394,Y,B,3,4,G.1
155.0,133.0,4366070.964799999,5,Q,HD,1048.0,144711.7004225641,X,A,1,3,2.2
172.0,661.0,4366070.964799999,5,Q,HD,627.0,144690.40804376412,Y,A,1,4,D.2
307.0,1088.0,5302759.515700001,3,D,HD,1389.0,135774.5813513116,Y,B,3,3,10.2
136.5,475.0,5302759.515700001,4,D,HD,1949.0,149832.24535566158,X,A,1,1,E.2
563.25,655.0,5302759.515700001,5,D,HD,1913.0,180850.51014172396,X,A,1,2,G.4
471.0,1053.0,5302759.515700001,4,D,HD,2909.0,150396.49339386157,Y,A,3,1,30.1
232.0,842.0,5302759.515700001,5,D,ATS,11.0,181437.31462544893,Y,B,1,1,1.2
232.0,842.0,5302759.515700001,4,D,HD,4378.0,150396.49339386157,Y,A,3,2,40.2
324.0,1033.3,2526612.8516999995,5,C,HD,2058.16,87614.92613825202,Y,C,1,1,L.2
120.0,1254.0,5302759.515700001,4,D,HD,2099.0,150396.49339386157,X,D,1,2,L.5
287.0,856.0,4918759.585999998,4,P,HD,533.0,134271.81061673933,Y,A,3,2,C.1
471.0,258.0,5302759.515700001,5,D,HD,977.0,180850.51014172396,Y,A,3,3,7.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,167.0,180565.74535552395,X,C,1,2,B.1
136.5,475.0,5302759.515700001,4,D,HD,3881.0,135497.78042691157,Y,B,3,4,E.4
540.0,604.5,2526612.8516999995,5,C,ATS,1664.51,74192.42165052702,Y,D,1,5,5.3
120.0,1254.0,5302759.515700001,3,D,HD,167.0,149789.6605980616,X,C,1,2,L.1
338.0,1040.2,2526612.8516999995,4,C,HD,1892.96,64840.02839625081,Y,B,1,4,K.4
162.0,1617.0000000000002,4366070.964799999,3,Q,HD,81.0,121509.17212995804,X,C,1,2,8.1
285.0,209.0,5302759.515700001,5,D,ATS,2339.0,182878.5745446739,Y,D,1,1,23.1
171.0,11.0,4366070.964799999,5,Q,HD,1448.0,144690.40804376412,Y,B,1,4,1.3
136.5,475.0,5302759.515700001,4,D,HD,508.0,149182.82780226163,X,B,1,3,E.1
149.0,2586.0,4918759.585999998,5,P,HD,1057.0,139929.7773657962,X,B,1,5,10.2
120.0,1183.0,5302759.515700001,4,D,HD,118.0,150396.49339386157,Y,C,1,1,2.4
540.0,604.5,2526612.8516999995,4,C,HD,1664.51,72231.08486467581,X,B,3,3,5.3
338.0,1932.0,4918759.585999998,4,P,HD,353.0,123890.88263498934,X,A,3,4,8.2
194.5,547.0,5302759.515700001,5,D,ATS,2788.0,155818.65140207397,Y,B,3,5,28.1
169.0,774.4,2526612.8516999995,5,C,HD,503.96,86859.04669085202,X,A,3,4,6.1
270.0,11.0,4918759.585999998,4,P,HD,1503.0,134133.41015453934,X,A,1,2,1.2
162.0,877.0,4366070.964799999,3,Q,HD,81.0,121066.64556585804,X,B,1,1,6.1
270.0,11.0,4918759.585999998,5,P,ATS,439.0,139770.08452479623,Y,B,1,5,1.1
136.5,475.0,5302759.515700001,4,D,HD,3881.0,151062.00267141158,X,A,3,1,E.4
194.5,763.0,5302759.515700001,3,D,HD,4036.0,135167.7485555116,Y,D,1,3,38.2
180.0,701.2,2526612.8516999995,4,C,HD,2137.35,72055.4227395758,Y,A,1,2,M.2
171.0,11.0,4366070.964799999,3,Q,HD,470.0,123559.48274865805,X,B,3,1,1.2
324.0,161.9,2526612.8516999995,5,C,ATS,136.08,87784.50863345202,Y,A,3,2,B.1
120.0,56.00000000000001,5302759.515700001,3,D,HD,1941.0,149789.6605980616,X,C,1,2,B.3
122.0,313.0,5302759.515700001,4,D,HD,118.0,150396.49339386157,Y,D,1,2,2.2
288.0,2131.0,4366070.964799999,5,Q,ATS,328.0,145532.4553274641,X,B,1,2,11.1
162.0,1617.0000000000002,4366070.964799999,3,Q,HD,1837.0,121588.30884645804,X,A,3,1,8.6
777.0,389.0,4918759.585999998,5,P,HD,971.0,158338.25327934622,Y,A,3,4,F.1
288.0,2131.0,4366070.964799999,3,Q,HD,328.0,111389.98561860804,X,C,3,3,11.1
122.0,313.0,5302759.515700001,5,D,ATS,4271.0,154371.06043727396,Y,C,1,5,39.2
122.0,313.0,5302759.515700001,5,D,ATS,118.0,179059.68690532394,Y,B,3,4,2.2
205.0,330.7,2526612.8516999995,5,C,ATS,2242.89,87696.51847355202,X,D,3,3,3.2
190.0,1215.0,5302759.515700001,5,D,ATS,3564.0,179059.68690532394,Y,B,1,2,35.2
171.0,11.0,4366070.964799999,5,Q,ATS,1448.0,146465.8721903641,X,B,3,2,1.3
270.0,11.0,4918759.585999998,6,P,ATS,1503.0,157704.80501004623,Y,B,3,4,1.2
338.0,168.8,2526612.8516999995,6,C,ATS,581.56,87473.50727075202,Y,B,3,1,E.1
169.0,434.5,2526612.8516999995,3,C,HD,503.96,64840.02839625081,X,A,3,3,4.1
162.0,877.0,4366070.964799999,4,Q,HD,81.0,121588.30884645804,X,A,3,2,6.1
156.0,519.6,2526612.8516999995,5,C,HD,581.56,86960.18549015201,Y,A,1,3,E.2
494.0,247.00000000000003,4366070.964799999,5,Q,ATS,627.0,145851.8006549641,Y,A,3,2,D.1
120.0,1202.1,2526612.8516999995,5,C,ATS,2074.01,87450.26473985202,X,C,1,3,9.2
195.0,1595.0,4366070.964799999,5,Q,ATS,1745.0,149094.60830306413,Y,D,3,2,J.4
190.0,1215.0,5302759.515700001,5,D,ATS,1129.0,180743.63793772392,Y,A,3,1,8.1
352.0,1617.0000000000002,4366070.964799999,3,Q,HD,1558.0,121396.67743725804,X,D,1,2,8.5
470.0,788.0,4918759.585999998,5,P,ATS,971.0,157715.45119944622,Y,B,1,4,4.3
205.0,878.34,2526612.8516999995,3,C,HD,231.62,72231.08486467581,X,D,1,2,7.1
274.0,460.7,2526612.8516999995,3,C,HD,2467.61,64840.02839625081,Y,D,1,3,O.1
274.0,460.7,2526612.8516999995,3,C,HD,6.9,72231.08486467581,Y,D,1,2,A.1
544.0,567.0,4918759.585999998,6,P,ATS,1670.0,159262.03368024624,X,B,3,2,3.4
120.0,1183.0,5302759.515700001,5,D,HD,118.0,181664.94363082395,Y,C,1,1,2.4
205.0,878.34,2526612.8516999995,5,C,ATS,2242.81,86550.30719825202,X,B,3,3,7.2
742.0,1247.0,4366070.964799999,3,Q,HD,1547.0,121066.64556585804,X,B,1,1,7.2
324.0,1033.3,2526612.8516999995,5,C,ATS,2058.16,74192.42165052702,Y,A,1,5,L.2
289.0,1906.0,4366070.964799999,5,Q,ATS,525.0,144629.8527185641,Y,D,1,2,C.2
307.0,1088.0,5302759.515700001,5,D,ATS,1389.0,185450.57045662391,Y,D,3,2,10.2
224.0,567.0,4918759.585999998,4,P,HD,1094.0,134271.81061673933,X,A,3,2,3.3
725.0,362.0,4366070.964799999,3,Q,HD,959.0,121888.47766545803,Y,B,3,2,F.1
292.0,811.9999999999999,5302759.515700001,5,D,HD,1943.0,154706.41540337398,Y,A,1,5,17.1
120.0,56.00000000000001,5302759.515700001,4,D,HD,167.0,150188.89270056158,X,B,3,3,B.1
190.0,1215.0,5302759.515700001,5,D,HD,825.0,154706.41540337398,Y,B,1,5,6.2
209.5,172.0,5302759.515700001,5,D,HD,2077.0,181335.58357372397,Y,A,1,1,19.1
270.0,11.0,4918759.585999998,5,P,HD,1503.0,159269.7948518462,X,A,3,2,1.2
122.0,11.0,5302759.515700001,3,D,HD,3411.9999999999995,135167.7485555116,X,B,1,3,A.2
180.0,701.2,2526612.8516999995,5,C,ATS,2137.35,88715.66063675203,Y,C,3,2,M.2
149.0,134.0,4918759.585999998,3,P,HD,886.0,124194.29903288934,X,B,3,3,2.1
285.0,1101.0,5302759.515700001,5,D,HD,1836.0,180850.51014172396,Y,A,3,3,15.1
471.0,258.0,5302759.515700001,5,D,HD,1480.0,182283.218876324,Y,D,1,2,11.1
276.0,861.0,4918759.585999998,5,P,ATS,1769.0000000000002,157715.45119944622,Y,A,1,4,J.2
563.25,655.0,5302759.515700001,3,D,HD,1913.0,149789.6605980616,X,A,3,2,G.4
284.0,2578.0,4918759.585999998,3,P,HD,173.0,137336.11239413937,Y,D,3,1,B.5
777.0,2332.0,4918759.585999998,5,P,ATS,971.0,158439.81993054622,Y,D,1,2,F.2
799.0,400.0,4918759.585999998,3,P,HD,645.0,123890.88263498934,Y,A,1,3,D.1
274.0,460.7,2526612.8516999995,3,C,HD,2467.61,64840.02839625081,Y,D,1,3,O.1
270.0,2709.0,4918759.585999998,5,P,HD,1503.0,139929.7773657962,X,A,3,5,11.2
433.0,11.0,5302759.515700001,5,D,HD,1324.0,181664.94363082395,X,C,1,1,A.1
326.0,806.0,5302759.515700001,5,D,ATS,977.0,186807.9596051239,X,D,3,1,H.1
120.0,1254.0,5302759.515700001,5,D,ATS,516.0,179153.23919272394,X,B,3,3,L.2
190.0,1215.0,5302759.515700001,5,D,ATS,2757.0,154371.06043727396,Y,B,1,5,27.1
227.5,504.0,5302759.515700001,4,D,HD,1529.0,150396.49339386157,X,C,1,1,F.2
172.0,661.0,4366070.964799999,3,Q,HD,627.0,111389.98561860804,Y,D,3,3,D.2
722.0,1360.0,4918759.585999998,4,P,HD,765.0,135858.09621983935,Y,C,1,1,E.1
162.0,655.0,4366070.964799999,5,Q,ATS,1837.0,145181.9362790641,X,D,1,1,4.4
287.0,1865.0,4918759.585999998,4,P,HD,1409.0,134500.70368883933,Y,A,1,1,I.4
162.0,877.0,4366070.964799999,3,Q,HD,81.0,121258.27697505803,X,C,1,2,6.1
180.0,505.3,2526612.8516999995,3,C,HD,2137.35,72231.08486467581,Y,D,1,2,M.1
120.0,1254.0,5302759.515700001,4,D,HD,1438.0,152389.86220986157,X,C,1,1,L.3
194.5,763.0,5302759.515700001,5,D,ATS,2285.0,186845.22126802395,Y,C,3,1,21.1
563.25,655.0,5302759.515700001,5,D,ATS,3029.0,185189.73881632392,X,C,3,2,G.6
540.0,604.5,2526612.8516999995,6,C,ATS,810.0,86507.72244065201,Y,B,3,5,5.2
209.5,172.0,5302759.515700001,5,D,ATS,2815.0,186845.22126802395,Y,C,3,1,29.1
194.5,763.0,5302759.515700001,5,D,HD,353.0,182851.70295532397,Y,A,3,3,3.2
162.0,655.0,4366070.964799999,3,Q,HD,1837.0,111059.95374720804,X,A,1,3,4.4
725.0,2132.0,4366070.964799999,3,Q,HD,959.0,121258.27697505803,Y,B,1,2,F.2
126.0,1617.0000000000002,4366070.964799999,5,Q,ATS,679.0,144243.2680889641,Y,A,3,4,8.3
288.0,363.0,4366070.964799999,5,Q,ATS,1590.0,144339.08379356412,X,A,3,2,3.2
563.25,655.0,5302759.515700001,5,D,HD,1350.0,154706.41540337398,Y,A,3,5,G.3
171.0,11.0,4366070.964799999,3,Q,HD,470.0,121888.47766545803,X,B,3,2,1.2
335.0,304.03,2526612.8516999995,5,C,ATS,901.56,88650.04487525202,Y,D,1,1,F.1
335.0,304.03,2526612.8516999995,4,C,HD,901.56,64840.02839625081,Y,D,1,4,F.1
298.0,303.0,5302759.515700001,5,D,HD,1137.0,180850.51014172396,X,C,1,2,C.1
276.0,1859.0,4918759.585999998,5,P,ATS,173.0,139770.08452479623,Y,A,3,5,B.4
158.0,565.0,5302759.515700001,3,D,HD,565.0,149182.82780226163,Y,B,1,2,5.2
799.0,2321.0,4918759.585999998,5,P,ATS,645.0,157715.45119944622,Y,A,1,4,D.2
324.0,1033.3,2526612.8516999995,5,C,HD,2058.16,74346.79139682701,Y,A,3,5,L.2
224.0,567.0,4918759.585999998,5,P,HD,1094.0,158513.91540444622,X,A,1,2,3.3
120.0,6.9,2526612.8516999995,4,C,HD,2074.01,72465.30103147581,X,D,1,1,1.2
120.0,1183.0,5302759.515700001,3,D,HD,118.0,149789.6605980616,Y,A,3,1,2.4
224.0,567.0,4918759.585999998,5,P,ATS,848.0,139770.08452479623,Y,A,1,5,3.2
180.0,701.2,2526612.8516999995,3,C,HD,2137.35,73244.7775470758,Y,C,3,1,M.2
122.0,313.0,5302759.515700001,5,D,ATS,118.0,179716.48581562395,Y,A,3,4,2.2
388.0,892.38,2526612.8516999995,6,C,ATS,1384.16,86780.352615052,Y,B,3,3,I.2
288.0,363.0,4366070.964799999,3,Q,HD,328.0,121726.70930865804,X,D,1,1,3.1
352.0,198.0,4366070.964799999,3,Q,HD,1745.0,121066.64556585804,Y,A,1,2,J.1
169.0,774.4,2526612.8516999995,4,C,HD,503.96,64840.02839625081,Y,B,1,4,6.1
149.0,2586.0,4918759.585999998,5,P,ATS,1057.0,157864.49785104624,X,A,3,2,10.2
287.0,947.0,5302759.515700001,5,D,ATS,2183.0,179749.42579912394,X,D,1,1,J.3
149.0,134.0,4918759.585999998,6,P,ATS,1057.0,159490.10091444623,X,B,3,3,2.2
270.0,2709.0,4918759.585999998,6,P,ATS,1503.0,160684.9061862962,X,B,3,2,11.2
162.0,1839.0,4366070.964799999,3,Q,HD,81.0,111059.95374720804,X,A,1,3,10.1
307.0,1000.0,5302759.515700001,4,D,HD,2497.0,150156.1381536616,Y,C,1,3,25.2
338.0,168.8,2526612.8516999995,3,C,HD,581.56,72518.53197847582,Y,C,1,1,E.1
156.0,519.6,2526612.8516999995,4,C,HD,581.56,72821.9483763758,Y,C,1,1,E.2
162.0,1839.0,4366070.964799999,4,Q,HD,81.0,111059.95374720804,Y,B,1,4,10.1
