soil_class,Direction,Story Area,stories,D+0.25L,L cm,architectural_archetype,connection_system,xi cm,seismic_zone,Wall,Story,yi cm
B,Y,5302759.515700001,3,154024.6797306616,194.5,D,HD,2285.0,3,21.1,1,763.0
B,X,4918759.585999998,5,158535.2077832462,338.0,P,HD,353.0,1,8.2,3,1932.0
B,X,5302759.515700001,5,181026.96852712397,120.0,D,HD,4230.0,1,L.8,2,1254.0
B,X,5302759.515700001,5,185237.64666862396,120.0,D,ATS,4230.0,3,L.8,2,1254.0
B,Y,2526612.8516999995,5,87689.11894535202,156.0,C,HD,1892.96,1,K.2,1,519.6
B,Y,4918759.585999998,6,139743.4690512962,200.0,P,ATS,533.0,3,C.3,6,1471.0
A,X,4918759.585999998,5,157715.45119944622,570.0,P,ATS,469.00000000000006,1,6.1,4,1360.0
B,Y,2526612.8516999995,3,64840.02839625081,388.0,C,HD,1090.36,1,G.1,3,316.62
B,Y,2526612.8516999995,5,74192.42165052702,338.0,C,ATS,581.56,1,E.1,5,168.8
A,X,5302759.515700001,5,154371.06043727396,443.0,D,ATS,3724.0,1,G.7,5,655.0
D,Y,4366070.964799999,3,123002.63486805806,172.0,Q,HD,1291.0,3,H.3,1,1833.0
B,X,4366070.964799999,3,111389.98561860804,352.0,Q,HD,1558.0,3,8.5,3,1617.0000000000002
A,X,2526612.8516999995,3,71954.28394027581,540.0,C,HD,810.0,1,5.2,2,604.5
D,X,2526612.8516999995,6,86989.10565305201,540.0,C,ATS,810.0,1,5.2,3,604.5
A,Y,5302759.515700001,4,135167.7485555116,471.0,D,HD,977.0,3,7.2,4,1053.0
B,Y,4366070.964799999,5,144690.40804376412,172.0,Q,HD,1291.0,1,H.2,4,661.0
C,X,4918759.585999998,5,160563.93815319624,470.0,P,ATS,971.0,3,4.3,3,788.0
D,Y,2526612.8516999995,5,88052.26081865202,335.0,C,ATS,901.56,1,F.2,2,904.97
B,Y,4366070.964799999,5,144646.30499786412,352.0,Q,ATS,173.0,1,B.6,1,2296.0
A,Y,4366070.964799999,5,146329.9212113641,172.0,Q,HD,627.0,3,D.3,1,1833.0
B,X,2526612.8516999995,4,72167.20772827581,205.0,C,HD,2242.81,1,7.2,1,878.34
A,X,5302759.515700001,5,179299.22616682394,563.25,D,ATS,1913.0,3,G.4,1,655.0
C,Y,2526612.8516999995,5,86277.17292365202,388.0,C,ATS,1384.16,3,I.1,4,316.62
B,Y,2526612.8516999995,5,86550.30719825202,335.0,C,ATS,901.56,1,F.2,4,904.97
A,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,167.0,1,B.1,5,56.00000000000001
A,Y,5302759.515700001,4,150396.49339386157,158.0,D,HD,3000.0,3,31.2,1,565.0
D,Y,5302759.515700001,5,180573.70921732395,563.25,D,HD,2476.0,1,G.5,4,655.0
A,Y,5302759.515700001,3,135167.7485555116,307.0,D,HD,565.0,1,5.4,3,1090.0
A,X,4366070.964799999,3,121066.64556585804,288.0,Q,HD,328.0,1,11.1,2,2131.0
A,X,5302759.515700001,5,179299.22616682394,298.0,D,ATS,1137.0,3,C.1,1,303.0
C,X,5302759.515700001,5,180335.39991532397,120.0,D,ATS,2448.0,1,L.6,3,1254.0
B,X,2526612.8516999995,3,71954.28394027581,280.0,C,HD,1237.26,1,2.2,2,129.58
A,Y,4366070.964799999,5,145978.5969611641,762.0,Q,HD,753.0,3,E.1,2,1247.0
A,Y,4918759.585999998,4,134271.81061673933,722.0,P,HD,765.0,3,E.1,2,1360.0
C,Y,4918759.585999998,5,159227.21009424623,799.0,P,HD,645.0,1,D.1,1,400.0
C,X,4918759.585999998,5,158535.2077832462,149.0,P,HD,886.0,1,2.1,3,134.0
B,X,4918759.585999998,5,158106.70035114622,570.0,P,ATS,469.00000000000006,1,6.1,3,1360.0
B,Y,5302759.515700001,3,149936.44383246158,209.5,D,HD,2077.0,1,19.1,1,172.0
C,X,4918759.585999998,5,158199.85281714622,149.0,P,HD,886.0,1,10.1,4,2586.0
C,X,4366070.964799999,5,144495.6092305141,120.0,Q,ATS,1696.0,3,13.4,4,2483.0
A,X,4918759.585999998,5,139770.08452479623,544.0,P,ATS,272.0,3,3.1,5,567.0
A,X,4366070.964799999,3,121258.27697505803,288.0,Q,HD,328.0,3,11.1,2,2131.0
C,X,5302759.515700001,5,186408.72750262392,265.0,D,ATS,262.0,3,J.1,1,947.0
B,Y,2526612.8516999995,3,64840.02839625081,335.0,C,HD,901.56,1,F.2,3,904.97
C,Y,4366070.964799999,5,144690.40804376412,494.0,Q,HD,627.0,1,D.1,4,247.00000000000003
C,X,2526612.8516999995,3,72273.66962227582,127.0,C,HD,897.24,1,8.1,1,1079.42
B,X,5302759.515700001,5,179600.37914752393,287.0,D,ATS,2685.0,3,D.3,1,363.0
C,X,4366070.964799999,5,145451.6105858641,288.0,Q,HD,1590.0,1,11.2,2,2131.0
D,X,5302759.515700001,5,154339.12186907398,120.0,D,ATS,167.0,3,L.1,5,1254.0
B,X,4918759.585999998,3,134575.22701463933,270.0,P,HD,439.0,3,1.1,2,11.0
B,Y,5302759.515700001,5,154706.41540337398,364.0,D,HD,996.0,1,F.1,5,504.0
B,X,4366070.964799999,4,121878.04247835804,288.0,Q,HD,1590.0,1,11.2,1,2131.0
D,Y,5302759.515700001,5,181566.864509024,194.5,D,HD,4036.0,1,38.1,3,547.0
A,Y,4918759.585999998,5,159269.7948518462,200.0,P,HD,533.0,3,C.3,2,1471.0
C,X,2526612.8516999995,5,74192.42165052702,120.0,C,ATS,2074.01,1,1.2,5,6.9
B,Y,5302759.515700001,5,179636.844550124,158.0,D,HD,3824.0,1,36.3,4,745.0
D,Y,5302759.515700001,5,154439.45454887397,190.0,D,ATS,3260.0,1,33.1,5,95.0
A,Y,2526612.8516999995,5,86960.18549015201,274.0,C,HD,2467.61,1,O.2,3,748.3
A,Y,5302759.515700001,5,154371.06043727396,307.0,D,ATS,3824.0,1,36.4,5,1090.0
B,Y,4918759.585999998,6,157872.51960924623,276.0,P,ATS,1769.0000000000002,3,J.4,5,1859.0
A,Y,5302759.515700001,5,181335.58357372397,292.0,D,HD,2446.0,1,24.1,1,498.00000000000006
B,X,5302759.515700001,5,154371.06043727396,227.5,D,ATS,1529.0,1,F.2,5,504.0
B,X,5302759.515700001,5,179153.23919272394,120.0,D,ATS,2602.0,3,B.5,3,56.00000000000001
C,X,4366070.964799999,5,145877.4581618641,155.0,Q,HD,871.0000000000001,1,2.1,1,133.0
A,Y,5302759.515700001,5,179334.22441252394,307.0,D,ATS,1389.0,1,10.2,1,1088.0
A,Y,5302759.515700001,5,179636.844550124,223.0,D,HD,1297.0,1,9.1,4,404.0
A,Y,2526612.8516999995,5,86582.24576645202,180.0,C,ATS,2137.35,1,M.1,2,505.3
D,X,4918759.585999998,3,124055.89857068934,149.0,P,HD,1057.0,1,2.2,3,134.0
B,Y,4366070.964799999,5,145544.3897138641,494.0,Q,HD,627.0,1,D.1,2,247.00000000000003
C,X,5302759.515700001,4,135167.7485555116,287.0,D,HD,2183.0,1,J.3,4,947.0
D,X,5302759.515700001,3,135167.7485555116,227.5,D,HD,2860.0,1,H.2,3,806.0
B,X,4366070.964799999,3,111389.98561860804,330.0,Q,HD,349.0,3,10.2,3,1839.0
A,X,4366070.964799999,4,111059.95374720804,155.0,Q,HD,1048.0,1,12.2,4,2361.0
B,Y,2526612.8516999995,4,72459.9779367758,180.0,C,HD,337.16,1,C.1,1,505.3
C,X,2526612.8516999995,3,72273.66962227582,540.0,C,HD,810.0,1,5.2,1,604.5
A,X,4366070.964799999,5,144339.08379356412,120.0,Q,ATS,222.00000000000003,3,1.1,2,11.0
A,X,2526612.8516999995,4,71954.28394027581,127.0,C,HD,1577.27,1,2.3,3,129.58
C,Y,2526612.8516999995,5,88047.30366755201,185.0,C,ATS,1297.26,3,H.1,2,229.17
A,Y,5302759.515700001,5,184959.35766292395,194.5,D,HD,4036.0,3,38.1,2,547.0
B,Y,4366070.964799999,4,121878.04247835804,494.0,Q,HD,1291.0,1,H.1,1,247.00000000000003
B,Y,5302759.515700001,5,179059.68690532394,194.5,D,ATS,353.0,1,3.2,2,763.0
C,Y,4918759.585999998,5,157715.45119944622,722.0,P,ATS,1177.0,1,G.1,4,1360.0
A,Y,2526612.8516999995,5,87843.06267515202,338.0,C,ATS,1892.96,3,K.1,1,168.8
B,X,4918759.585999998,5,159468.81346524623,544.0,P,ATS,272.0,1,9.1,1,2154.0
C,X,5302759.515700001,5,180335.39991532397,287.0,D,ATS,2685.0,1,D.3,3,363.0
A,Y,5302759.515700001,5,185273.42025022395,232.0,D,HD,4378.0,3,40.2,1,842.0
B,X,2526612.8516999995,3,72294.96200107581,205.0,C,HD,231.62,1,3.1,1,330.7
A,X,4918759.585999998,5,139770.08452479623,470.0,P,ATS,971.0,3,8.3,5,1932.0
A,X,5302759.515700001,5,184959.35766292395,443.0,D,HD,4167.0,3,G.8,2,655.0
B,Y,4918759.585999998,5,158592.80815854622,777.0,P,HD,971.0,1,F.2,3,2332.0
D,X,4366070.964799999,5,147467.1136133641,120.0,Q,ATS,222.00000000000003,1,1.1,2,11.0
A,Y,5302759.515700001,5,154706.41540337398,158.0,D,HD,2497.0,3,25.1,5,745.0
A,Y,4918759.585999998,5,158258.40685884625,422.0,P,ATS,1769.0000000000002,3,J.3,1,1360.0
A,X,4918759.585999998,4,133936.4556506393,270.0,P,HD,1503.0,1,11.2,3,2709.0
B,Y,5302759.515700001,3,149512.8596736616,158.0,D,HD,1892.0,1,16.2,2,565.0
B,X,4366070.964799999,4,111059.95374720804,330.0,Q,HD,1569.0,1,10.3,4,1839.0
C,Y,4918759.585999998,3,135413.65154603936,276.0,P,HD,173.0,3,B.2,1,861.0
B,X,4918759.585999998,3,134575.22701463933,338.0,P,HD,353.0,3,4.2,2,788.0
B,X,4366070.964799999,3,121888.47766545803,352.0,Q,HD,360.0,3,6.2,2,877.0
A,Y,5302759.515700001,5,179299.22616682394,122.0,D,ATS,118.0,3,2.3,1,927.0
B,Y,4366070.964799999,3,111059.95374720804,287.0,Q,HD,173.0,1,B.5,3,1906.0
C,X,5302759.515700001,3,135774.5813513116,265.0,D,HD,262.0,3,J.1,3,947.0
A,Y,5302759.515700001,4,149182.82780226163,209.5,D,HD,380.0,1,4.1,3,172.0
C,X,5302759.515700001,3,150396.49339386157,136.5,D,HD,2943.0,1,E.3,1,475.0
C,X,5302759.515700001,5,154371.06043727396,443.0,D,ATS,4167.0,1,G.8,5,655.0
A,X,5302759.515700001,4,149182.82780226163,136.5,D,HD,508.0,1,E.1,2,475.0
A,Y,5302759.515700001,4,135167.7485555116,194.5,D,HD,4036.0,3,38.1,4,547.0
B,X,4366070.964799999,3,121888.47766545803,171.0,Q,HD,470.0,3,13.2,2,2483.0
B,Y,2526612.8516999995,6,87473.50727075202,388.0,C,ATS,1090.36,3,G.1,1,316.62
C,X,4918759.585999998,5,139874.4610437962,544.0,P,ATS,272.0,1,3.1,5,567.0
A,Y,4918759.585999998,5,158513.91540444622,200.0,P,HD,533.0,1,C.2,2,1249.0
B,X,4918759.585999998,6,157704.80501004623,149.0,P,ATS,1057.0,3,10.2,4,2586.0
B,Y,5302759.515700001,4,135497.78042691157,158.0,D,HD,3824.0,3,36.3,4,745.0
A,Y,5302759.515700001,5,180243.677345924,194.5,D,HD,353.0,1,3.2,3,763.0
B,X,5302759.515700001,5,180749.33012909893,433.0,D,ATS,1324.0,1,A.1,2,11.0
B,Y,4366070.964799999,5,144275.2066571641,287.0,Q,ATS,1745.0,1,J.5,3,1906.0
D,Y,2526612.8516999995,4,72465.30103147581,156.0,C,HD,581.56,1,E.3,1,689.4
A,Y,4918759.585999998,5,159125.11762854623,287.0,P,HD,533.0,1,C.4,1,1865.0
C,Y,5302759.515700001,5,180850.51014172396,209.5,D,HD,2815.0,1,29.1,2,172.0
C,Y,4918759.585999998,5,157736.74357824624,284.0,P,ATS,1769.0000000000002,1,J.1,3,142.0
B,X,5302759.515700001,5,178966.13461792396,120.0,D,ATS,3873.0,1,B.7,3,56.00000000000001
B,X,4918759.585999998,4,133936.4556506393,270.0,P,HD,439.0,1,1.1,3,11.0
B,Y,5302759.515700001,5,179840.57789932395,209.5,D,ATS,1574.0,1,12.1,3,1138.0
C,Y,2526612.8516999995,5,87507.38951435202,335.0,C,ATS,1572.96,3,J.2,3,904.97
C,Y,5302759.515700001,3,151197.79395006158,209.5,D,HD,2077.0,3,19.1,2,172.0
A,Y,4918759.585999998,3,133936.4556506393,284.0,P,HD,173.0,3,B.1,2,142.0
C,Y,4918759.585999998,3,123890.88263498934,284.0,P,HD,173.0,1,B.5,3,2578.0
A,X,4918759.585999998,4,133936.4556506393,224.0,P,HD,1094.0,3,3.3,3,567.0
D,Y,5302759.515700001,5,185450.57045662391,232.0,D,ATS,11.0,3,1.1,2,468.0
C,Y,2526612.8516999995,5,74192.42165052702,324.0,C,ATS,2058.16,1,L.1,5,175.7
D,X,5302759.515700001,4,151019.2954737616,443.0,D,HD,222.00000000000003,1,G.1,1,655.0
C,Y,5302759.515700001,4,150119.69246946156,194.5,D,HD,1601.0000000000002,1,13.1,2,763.0
A,Y,4918759.585999998,4,123890.88263498934,287.0,P,HD,533.0,1,C.1,4,856.0
B,Y,4366070.964799999,4,121878.04247835804,352.0,Q,HD,1745.0,1,J.1,1,198.0
A,Y,2526612.8516999995,3,71954.28394027581,156.0,C,HD,581.56,3,E.3,2,689.4
A,X,4366070.964799999,4,121258.27697505803,171.0,Q,HD,1448.0,1,13.3,2,2483.0
B,X,5302759.515700001,5,179840.57789932395,326.0,D,ATS,3411.9999999999995,1,F.3,3,504.0
C,X,5302759.515700001,5,179620.22747032394,298.0,D,ATS,1137.0,1,C.1,4,303.0
B,X,5302759.515700001,5,155818.65140207397,265.0,D,ATS,262.0,3,J.1,5,947.0
D,X,5302759.515700001,5,154371.06043727396,136.5,D,ATS,1949.0,1,E.2,5,475.0
A,Y,5302759.515700001,5,154371.06043727396,209.5,D,ATS,4009.000000000001,1,37.2,5,1138.0
A,X,4366070.964799999,4,121646.86288815804,288.0,Q,HD,1590.0,1,3.2,1,363.0
A,Y,2526612.8516999995,5,86944.85752505201,338.0,C,ATS,581.56,1,E.4,2,1040.2
C,X,4918759.585999998,5,161449.86624474623,162.0,P,ATS,81.0,3,8.1,2,1932.0
D,X,5302759.515700001,3,149789.6605980616,136.5,D,HD,1949.0,1,E.2,2,475.0
B,Y,5302759.515700001,5,178966.13461792396,194.5,D,ATS,1601.0000000000002,1,13.1,4,763.0
A,Y,5302759.515700001,5,178966.13461792396,292.0,D,ATS,2446.0,3,24.1,2,498.00000000000006
D,Y,5302759.515700001,3,150742.49454936158,122.0,D,HD,4271.0,3,39.3,2,997.0
C,Y,4366070.964799999,4,124268.69909205804,762.0,Q,HD,1165.0,1,G.1,1,1247.0
A,Y,5302759.515700001,3,149182.82780226163,232.0,D,HD,4378.0,3,40.2,2,842.0
A,X,5302759.515700001,4,149832.24535566158,136.5,D,HD,2943.0,1,E.3,1,475.0
A,X,4366070.964799999,3,111059.95374720804,162.0,Q,HD,81.0,3,4.1,3,655.0
D,Y,4366070.964799999,4,111059.95374720804,289.0,Q,HD,1393.0,1,I.1,4,588.0
D,X,2526612.8516999995,6,87212.67563045202,540.0,C,ATS,810.0,1,5.2,2,604.5
D,Y,4918759.585999998,4,134884.16518553934,284.0,P,HD,173.0,1,B.5,2,2578.0
C,Y,5302759.515700001,3,150742.49454936158,122.0,D,HD,118.0,3,2.3,2,927.0
A,Y,4918759.585999998,3,134271.81061673933,284.0,P,HD,1769.0000000000002,3,J.5,1,2578.0
C,X,2526612.8516999995,3,71975.57631907582,540.0,C,HD,270.0,1,5.1,2,604.5
A,Y,5302759.515700001,5,154706.41540337398,232.0,D,HD,4378.0,1,40.1,5,468.0
C,Y,4918759.585999998,3,135413.65154603936,287.0,P,HD,533.0,3,C.4,1,1865.0
D,X,4366070.964799999,5,144629.8527185641,352.0,Q,ATS,1558.0,1,6.5,2,877.0
C,Y,4366070.964799999,4,121785.26335035804,352.0,Q,HD,173.0,1,B.1,1,198.0
D,X,4918759.585999998,4,135118.18267403933,152.0,P,HD,1243.0,1,7.2,1,1732.0
B,X,5302759.515700001,5,179059.68690532394,120.0,D,ATS,4230.0,1,L.8,2,1254.0
C,Y,4918759.585999998,3,135879.05807993934,276.0,P,HD,1769.0000000000002,3,J.2,1,861.0
A,X,5302759.515700001,5,180850.51014172396,227.5,D,HD,1529.0,1,F.2,2,504.0
C,X,4918759.585999998,4,124055.89857068934,152.0,P,HD,1243.0,1,7.2,4,1732.0
C,X,4918759.585999998,5,158320.44842994623,270.0,P,ATS,439.0,1,1.1,4,11.0
B,Y,2526612.8516999995,3,72684.7002588758,335.0,C,HD,901.56,3,F.1,1,304.03
C,X,4918759.585999998,5,139732.82286189622,149.0,P,ATS,1057.0,3,2.2,5,134.0
D,Y,5302759.515700001,5,181622.81212027397,292.0,D,ATS,1943.0,3,17.1,4,811.9999999999999
A,Y,5302759.515700001,4,149789.6605980616,209.5,D,HD,380.0,1,4.1,1,172.0
C,Y,5302759.515700001,5,179059.68690532394,285.0,D,ATS,1836.0,1,15.1,3,1101.0
A,X,2526612.8516999995,5,74192.42165052702,169.0,C,ATS,503.96,1,4.1,5,434.5
D,Y,2526612.8516999995,6,74171.12927172701,335.0,C,ATS,1572.96,1,J.1,6,304.03
D,Y,5302759.515700001,4,151019.2954737616,190.0,D,HD,3564.0,1,35.1,1,95.0
A,Y,5302759.515700001,5,180994.23369862395,223.0,D,HD,3092.0,1,32.1,1,907.0
B,Y,5302759.515700001,4,150188.89270056158,194.5,D,HD,4036.0,3,38.2,3,763.0
A,X,5302759.515700001,5,182851.70295532397,227.5,D,HD,1529.0,3,F.2,3,504.0
B,Y,5302759.515700001,5,179600.37914752393,285.0,D,ATS,2553.0,3,26.1,1,199.0
A,Y,5302759.515700001,4,149789.6605980616,158.0,D,HD,2497.0,3,25.1,3,745.0
A,Y,4366070.964799999,5,144253.9142783641,289.0,Q,ATS,1393.0,3,I.2,3,1906.0
C,X,4366070.964799999,5,146405.55251546408,330.0,Q,ATS,1569.0,1,4.3,1,655.0
B,X,5302759.515700001,5,178966.13461792396,298.0,D,ATS,1137.0,1,C.1,4,303.0
A,X,2526612.8516999995,3,64840.02839625081,540.0,C,HD,810.0,3,5.2,3,604.5
D,X,4918759.585999998,5,158507.31397194625,162.0,P,ATS,1861.0,1,4.5,4,788.0
C,X,4918759.585999998,4,134462.48835953933,470.0,P,HD,971.0,1,8.3,3,1932.0
C,Y,5302759.515700001,5,154706.41540337398,194.5,D,HD,4036.0,1,38.2,5,763.0
C,X,4918759.585999998,3,135085.90372793935,544.0,P,HD,1670.0,3,9.4,2,2154.0
A,Y,4366070.964799999,5,144243.2680889641,494.0,Q,ATS,1291.0,3,H.4,4,2247.0
B,Y,2526612.8516999995,5,87062.37775385201,388.0,C,ATS,1090.36,1,G.2,2,892.38
C,X,4918759.585999998,5,157715.45119944622,338.0,P,ATS,1589.0,1,8.4,4,1932.0
A,Y,4918759.585999998,5,160322.42087964623,722.0,P,HD,1177.0,3,G.1,2,1360.0
B,X,5302759.515700001,3,151019.2954737616,287.0,D,HD,1704.0,3,J.2,1,947.0
D,X,5302759.515700001,5,179227.76251852393,326.0,D,ATS,977.0,1,H.1,2,806.0
B,X,4366070.964799999,5,145877.4581618641,171.0,Q,HD,1448.0,1,13.3,1,2483.0
B,X,4366070.964799999,4,111059.95374720804,155.0,Q,HD,871.0000000000001,1,12.1,4,2361.0
C,X,2526612.8516999995,4,72821.9483763758,280.0,C,HD,1237.26,1,2.2,1,129.58
D,Y,4366070.964799999,4,122577.17971905804,494.0,Q,HD,627.0,1,D.1,3,247.00000000000003
A,Y,5302759.515700001,5,179334.22441252394,223.0,D,ATS,3092.0,1,32.1,1,907.0
A,X,2526612.8516999995,5,87556.37209655202,169.0,C,HD,503.96,3,4.1,2,434.5
A,X,4366070.964799999,5,144243.2680889641,352.0,Q,ATS,1558.0,3,8.5,4,1617.0000000000002
B,Y,2526612.8516999995,5,87120.93179555201,185.0,C,ATS,1297.26,1,H.1,1,229.17
A,Y,5302759.515700001,5,184959.35766292395,190.0,D,HD,3260.0,3,33.1,2,95.0
A,Y,5302759.515700001,5,154371.06043727396,232.0,D,ATS,4378.0,1,40.1,5,468.0
C,X,4918759.585999998,5,158320.44842994623,338.0,P,ATS,353.0,1,4.2,4,788.0
C,Y,4918759.585999998,5,158887.03165284623,284.0,P,ATS,173.0,1,B.5,2,2578.0
C,X,2526612.8516999995,3,65116.82932065081,540.0,C,HD,2204.51,3,5.4,3,604.5
D,X,2526612.8516999995,4,72747.42505057581,540.0,C,HD,270.0,1,5.1,2,604.5
C,Y,5302759.515700001,5,154344.44496377397,307.0,D,ATS,3000.0,3,31.1,5,221.0
D,Y,2526612.8516999995,5,86812.29118325202,388.0,C,ATS,1384.16,1,I.1,2,316.62
C,X,4918759.585999998,5,158141.29877544625,224.0,P,ATS,848.0,1,9.2,1,2154.0
D,Y,2526612.8516999995,5,86550.30719825202,335.0,C,ATS,901.56,1,F.2,3,904.97
D,X,2526612.8516999995,5,74171.12927172701,540.0,C,ATS,1664.51,3,5.3,5,604.5
D,X,2526612.8516999995,4,72305.60819047582,205.0,C,HD,2242.89,1,3.2,2,330.7
C,Y,4366070.964799999,5,147453.63862706412,725.0,Q,ATS,959.0,3,F.2,2,2132.0
D,X,4366070.964799999,4,124289.99147085805,288.0,Q,HD,328.0,1,3.1,1,363.0
B,X,5302759.515700001,4,151252.2023486116,122.0,D,HD,3411.9999999999995,3,A.2,2,11.0
D,X,2526612.8516999995,3,73613.04291907582,540.0,C,HD,810.0,3,5.2,1,604.5
B,Y,5302759.515700001,4,150066.46152246158,190.0,D,HD,1129.0,1,8.1,1,1215.0
C,Y,4918759.585999998,3,134828.65018523936,276.0,P,HD,1769.0000000000002,1,J.4,1,1859.0
A,X,5302759.515700001,5,185273.42025022395,120.0,D,HD,2602.0,3,B.5,1,56.00000000000001
B,Y,4366070.964799999,5,145451.6105858641,195.0,Q,HD,173.0,1,B.4,2,1595.0
B,X,2526612.8516999995,4,71954.28394027581,120.0,C,HD,400.51,1,9.1,3,1202.1
B,Y,2526612.8516999995,5,87614.92613825202,338.0,C,HD,1892.96,1,K.4,1,1040.2
B,X,5302759.515700001,5,185237.64666862396,136.5,D,ATS,1446.0,3,I.2,2,835.0
B,Y,4918759.585999998,5,159227.21009424623,287.0,P,HD,533.0,1,C.1,1,856.0
A,Y,4918759.585999998,5,139770.08452479623,284.0,P,ATS,173.0,3,B.5,5,2578.0
A,Y,4366070.964799999,5,145111.0834544641,494.0,Q,ATS,627.0,1,D.4,2,2247.0
A,X,2526612.8516999995,5,74192.42165052702,169.0,C,ATS,503.96,3,6.1,5,774.4
C,X,5302759.515700001,5,184513.70578942396,136.5,D,ATS,3881.0,3,I.4,3,835.0
A,Y,2526612.8516999995,5,88887.11372915201,338.0,C,HD,1892.96,3,K.4,1,1040.2
B,Y,5302759.515700001,5,179334.22441252394,209.5,D,ATS,2077.0,1,19.1,1,172.0
A,Y,2526612.8516999995,4,72055.4227395758,338.0,C,HD,581.56,1,E.1,2,168.8
A,Y,4366070.964799999,5,146329.9212113641,195.0,Q,HD,173.0,3,B.4,1,1595.0
C,X,4918759.585999998,5,160563.93815319624,270.0,P,ATS,1503.0,3,1.2,3,11.0
D,Y,2526612.8516999995,6,86989.10565305201,274.0,C,ATS,2467.61,1,O.1,3,460.7
B,Y,5302759.515700001,3,135774.5813513116,209.5,D,HD,2077.0,3,19.1,3,172.0
B,X,4366070.964799999,4,122341.65041895804,162.0,Q,HD,1837.0,3,10.4,2,1839.0
C,X,5302759.515700001,4,150826.84808586157,120.0,D,HD,2602.0,1,B.5,2,56.00000000000001
B,X,5302759.515700001,5,155818.65140207397,227.5,D,ATS,1529.0,3,F.2,5,504.0
B,Y,2526612.8516999995,6,74171.12927172701,388.0,C,ATS,1090.36,3,G.1,6,316.62
B,X,4366070.964799999,3,121066.64556585804,171.0,Q,HD,1448.0,1,1.3,1,11.0
D,X,5302759.515700001,5,154439.45454887397,298.0,D,ATS,1137.0,1,C.1,5,303.0
A,X,2526612.8516999995,5,87843.06267515202,540.0,C,ATS,1664.51,3,5.3,1,604.5
B,Y,4918759.585999998,4,134500.70368883933,722.0,P,HD,765.0,1,E.1,1,1360.0
B,Y,4918759.585999998,5,158592.80815854622,722.0,P,HD,765.0,1,E.1,3,1360.0
D,Y,4918759.585999998,6,158711.08182834624,722.0,P,ATS,1177.0,1,G.1,3,1360.0
B,X,4366070.964799999,5,127151.92774681412,162.0,Q,ATS,1837.0,3,4.4,5,655.0
B,Y,5302759.515700001,5,179636.844550124,443.0,D,HD,222.00000000000003,1,G.1,4,655.0
C,Y,5302759.515700001,3,135167.7485555116,158.0,D,HD,1892.0,1,16.2,3,565.0
C,Y,5302759.515700001,5,186408.72750262392,194.5,D,ATS,2104.0,3,20.1,1,547.0
D,X,4366070.964799999,4,121258.27697505803,120.0,Q,HD,222.00000000000003,1,13.1,3,2483.0
A,X,5302759.515700001,4,149789.6605980616,122.0,D,HD,3411.9999999999995,3,A.2,3,11.0
A,Y,5302759.515700001,5,179334.22441252394,158.0,D,ATS,2497.0,1,25.1,1,745.0
B,X,5302759.515700001,5,183097.018558574,287.0,D,ATS,2685.0,3,D.3,4,363.0
C,X,4918759.585999998,5,139929.7773657962,152.0,P,HD,1243.0,1,7.2,5,1732.0
B,X,4366070.964799999,5,146405.2426328641,352.0,Q,ATS,1558.0,1,8.5,1,1617.0000000000002
C,Y,4366070.964799999,3,121509.17212995804,352.0,Q,HD,173.0,1,B.1,2,198.0
A,X,4918759.585999998,5,158231.7913853462,149.0,P,HD,886.0,1,2.1,3,134.0
A,X,5302759.515700001,4,135167.7485555116,120.0,D,HD,2448.0,3,L.6,4,1254.0
B,X,4918759.585999998,3,134298.42609023934,162.0,P,HD,81.0,1,4.1,1,788.0
B,X,4918759.585999998,3,134940.90584513935,570.0,P,HD,1473.0,3,6.2,2,1360.0
D,Y,4918759.585999998,5,157936.39674564623,777.0,P,ATS,971.0,1,F.1,3,389.0
A,X,4366070.964799999,5,126200.3185371141,120.0,Q,ATS,1696.0,3,1.4,5,11.0
A,X,5302759.515700001,4,150396.49339386157,120.0,D,HD,1438.0,3,L.3,2,1254.0
A,Y,5302759.515700001,4,150396.49339386157,194.5,D,HD,1601.0000000000002,3,13.1,1,763.0
B,X,4366070.964799999,5,145877.4581618641,120.0,Q,HD,222.00000000000003,1,1.1,1,11.0
C,Y,4366070.964799999,4,124268.69909205804,725.0,Q,HD,959.0,1,F.1,1,362.0
D,Y,5302759.515700001,4,150156.1381536616,209.5,D,HD,4009.000000000001,1,37.1,3,172.0
B,Y,4918759.585999998,6,139743.4690512962,276.0,P,ATS,1769.0000000000002,3,J.2,6,861.0
A,X,2526612.8516999995,5,88887.11372915201,169.0,C,HD,503.96,3,6.1,1,774.4
C,Y,5302759.515700001,5,180565.74535552395,120.0,D,ATS,118.0,1,2.4,2,1183.0
C,Y,4918759.585999998,5,158199.85281714622,799.0,P,HD,645.0,1,D.1,4,400.0
A,X,4918759.585999998,5,158843.94727584624,270.0,P,HD,1503.0,3,1.2,3,11.0
C,X,4366070.964799999,5,126413.24232511412,162.0,Q,HD,1837.0,1,6.6,5,877.0
B,X,5302759.515700001,5,181026.96852712397,136.5,D,HD,3881.0,1,E.4,2,475.0
A,X,2526612.8516999995,5,87268.92498275201,205.0,C,HD,2242.81,1,7.2,2,878.34
C,X,4366070.964799999,3,111389.98561860804,162.0,Q,HD,1837.0,3,4.4,3,655.0
B,X,5302759.515700001,5,178966.13461792396,136.5,D,ATS,2440.0,1,I.3,3,835.0
